,Year,Month,Country_of_origin,Imports_hardcoal_tonnes,Imports_hardcoal_gigajoules,Average_calorificvalue_hardcoal,Imports_hardcoal_euros,Imports_hardcoal_eurospert,Imports_of_hard_coal_in_euros/tce
1819,2019,February,Other third countries,93675.0,2717728.0,29012.0,15877535.0,169.5,171.22
1820,2019,March,EU countries,238733.0,6088466.0,25503.0,19522819.0,81.78,93.98
1821,2019,March,Third countries,3612123.0,97854154.0,27090.0,408867552.0,113.19,122.46
1822,2019,March,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1823,2019,March,Russian Federation,1840731.0,47650710.0,25887.0,143100505.0,77.74,88.02
1824,2019,March,South Africa,,,,,,
1825,2019,March,United States,723174.0,20345437.0,28134.0,98531339.0,136.25,141.94
1826,2019,March,Canada,,,,,,
1827,2019,March,Colombia,255038.0,6094081.0,23895.0,18002213.0,70.59,86.58
1828,2019,March,Australia,507049.0,15242620.0,30061.0,104535861.0,206.17,201.0
1829,2019,March,Other third countries,91270.0,2565344.0,28107.0,13817542.0,151.39,157.86
1830,2019,April,EU countries,196921.0,5001645.0,25399.0,15299336.0,77.69,89.65
1831,2019,April,Third countries,2668717.0,74245106.0,27821.0,312538411.0,117.11,123.37
1832,2019,April,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1833,2019,April,Russian Federation,1145900.0,30757918.0,26842.0,97260393.0,84.88,92.68
1834,2019,April,South Africa,,,,,,
1835,2019,April,United States,566445.0,16349377.0,28863.0,77388330.0,136.62,138.73
1836,2019,April,Canada,,,,,,
1837,2019,April,Colombia,291347.0,6734735.0,23116.0,17137726.0,58.82,74.58
1838,2019,April,Australia,324714.0,10073500.0,31023.0,59932827.0,184.57,174.37
1839,2019,April,Other third countries,61394.0,1874059.0,30525.0,12436320.0,202.57,194.49
1840,2019,May,EU countries,125834.0,3246689.0,25801.0,9811014.0,77.97,88.56
1841,2019,May,Third countries,2340695.0,64829003.0,27696.0,253468722.0,108.29,114.59
1842,2019,May,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1843,2019,May,Russian Federation,1168918.0,31942174.0,27326.0,100563217.0,86.03,92.27
1844,2019,May,South Africa,,,,,,
1845,2019,May,United States,416595.0,11842503.0,28427.0,48727568.0,116.97,120.59
1846,2019,May,Canada,,,,,,
1847,2019,May,Colombia,153838.0,3657125.0,23773.0,9969432.0,64.8,79.89
1848,2019,May,Australia,378937.0,11679975.0,30823.0,71077323.0,187.57,178.35
1849,2019,May,Other third countries,,,,,,
1850,2019,June,EU countries,97397.0,2534723.0,26025.0,8091541.0,83.08,93.56
1851,2019,June,Third countries,2312755.0,64774732.0,28008.0,275834449.0,119.27,124.8
1852,2019,June,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1853,2019,June,Russian Federation,935658.0,25477758.0,27230.0,77043643.0,82.34,88.63
1854,2019,June,South Africa,,,,,,
1855,2019,June,United States,413421.0,12163667.0,29422.0,52630827.0,127.31,126.81
1856,2019,June,Canada,,,,,,
1857,2019,June,Colombia,144980.0,3510345.0,24213.0,8616841.0,59.43,71.94
1858,2019,June,Australia,547187.0,16410895.0,29991.0,110711686.0,202.33,197.72
1859,2019,June,Other third countries,,,,,,
1860,2019,July,EU countries,87033.0,2240277.0,25741.0,6276497.0,72.12,82.11
1861,2019,July,Third countries,2240274.0,62354462.0,27833.0,253366951.0,113.1,119.09
1862,2019,July,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1863,2019,July,Russian Federation,964691.0,26124110.0,27080.0,74663454.0,77.4,83.76
1864,2019,July,South Africa,,,,,,
1865,2019,July,United States,545836.0,15946728.0,29215.0,78529149.0,143.87,144.33
1866,2019,July,Canada,,,,,,
1867,2019,July,Colombia,173600.0,4199997.0,24194.0,11112680.0,64.01,77.55
1868,2019,July,Australia,351887.0,10681109.0,30354.0,70134236.0,199.31,192.44
1869,2019,July,Other third countries,,,,,,
1870,2019,August,EU countries,150480.0,3824024.0,25412.0,10242854.0,68.07,78.5
1871,2019,August,Third countries,2525536.0,71504749.0,28313.0,283776089.0,112.36,116.31
1872,2019,August,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1873,2019,August,Russian Federation,1072664.0,29014329.0,27049.0,86617202.0,80.75,87.49
1874,2019,August,South Africa,,,,,,
1875,2019,August,United States,436090.0,12732626.0,29197.0,56063429.0,128.56,129.05
1876,2019,August,Canada,,,,,,
1877,2019,August,Colombia,101078.0,2308352.0,22837.0,5587480.0,55.28,70.94
1878,2019,August,Australia,487130.0,15032825.0,30860.0,89463125.0,183.65,174.42
1879,2019,August,Other third countries,,,,,,
1880,2019,September,EU countries,147631.0,3734142.0,25294.0,9165356.0,62.08,71.94
1881,2019,September,Third countries,2446952.0,68147233.0,27850.0,265575767.0,108.53,114.22
1882,2019,September,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1883,2019,September,Russian Federation,1403657.0,37982244.0,27059.0,113600111.0,80.93,87.66
1884,2019,September,South Africa,,,,,,
1885,2019,September,United States,428412.0,12487292.0,29148.0,53330364.0,124.48,125.17
1886,2019,September,Canada,,,,,,
1887,2019,September,Colombia,71400.0,1674000.0,23445.0,4419710.0,61.9,77.38
1888,2019,September,Australia,301470.0,9090533.0,30154.0,58317978.0,193.45,188.02
1889,2019,September,Other third countries,,,,,,
1890,2019,October,EU countries,122942.0,3150357.0,25625.0,8873859.0,72.18,82.55
1891,2019,October,Third countries,2536767.0,70320320.0,27720.0,261460428.0,103.07,108.97
1892,2019,October,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1893,2019,October,Russian Federation,990134.0,26432766.0,26696.0,72657906.0,73.38,80.56
1894,2019,October,South Africa,,,,,,
1895,2019,October,United States,833987.0,23661654.0,28372.0,88331644.0,105.91,109.41
1896,2019,October,Canada,,,,,,
1897,2019,October,Colombia,76476.0,1702570.0,22263.0,4196152.0,54.87,72.23
1898,2019,October,Australia,313889.0,9516812.0,30319.0,60204481.0,191.8,185.41
1899,2019,October,Other third countries,132729.0,3255366.0,24526.0,8484452.0,63.92,76.39
1900,2019,November,EU countries,224465.0,5605792.0,24974.0,14155656.0,63.06,74.01
1901,2019,November,Third countries,2555950.0,69847104.0,27327.0,239407744.0,93.67,100.46
1902,2019,November,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1903,2019,November,Russian Federation,1302572.0,33905402.0,26030.0,85969535.0,66.0,74.31
1904,2019,November,South Africa,,,,,,
1905,2019,November,United States,438643.0,12823873.0,29235.0,52315047.0,119.27,119.56
1906,2019,November,Canada,,,,,,
1907,2019,November,Colombia,85574.0,1931344.0,22569.0,4810586.0,56.22,73.0
1908,2019,November,Australia,431205.0,13228332.0,30678.0,68045463.0,157.8,150.76
1909,2019,November,Other third countries,225209.0,5890397.0,26155.0,17942898.0,79.67,89.28
1910,2019,December,EU countries,274263.0,6899746.0,25157.0,17020705.0,62.06,72.3
1911,2019,December,Third countries,2575136.0,70245393.0,27278.0,232087947.0,90.13,96.83
1912,2019,December,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1913,2019,December,Russian Federation,1507233.0,39779152.0,26392.0,100696591.0,66.81,74.19
1914,2019,December,South Africa,,,,,,
1915,2019,December,United States,469401.0,13572205.0,28914.0,52383535.0,111.6,113.12
1916,2019,December,Canada,,,,,,
1917,2019,December,Colombia,98653.0,2311637.0,23432.0,5393317.0,54.67,68.38
1918,2019,December,Australia,298332.0,9096828.0,30492.0,54090806.0,181.31,174.27
1919,2019,December,Other third countries,141906.0,3712630.0,26163.0,11798697.0,83.14,93.14
1920,2020,January,EU countries,35231.0,1019082.0,28926.0,4167663.0,118.3,119.86
1921,2020,January,Third countries,2770274.0,75125134.0,27118.0,231760794.0,83.66,90.42
1922,2020,January,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1923,2020,January,Russian Federation,1497053.0,39429348.0,26338.0,97640652.0,65.22,72.58
1924,2020,January,South Africa,,,,,,
1925,2020,January,United States,580269.0,16486044.0,28411.0,60861245.0,104.88,108.2
1926,2020,January,Canada,,,,,,
1927,2020,January,Colombia,174514.0,4181096.0,23959.0,9490321.0,54.38,66.52
1928,2020,January,Australia,269471.0,8255210.0,30635.0,40549489.0,150.48,143.96
1929,2020,January,Other third countries,180629.0,4731594.0,26195.0,14701012.0,81.39,91.06
1930,2020,February,EU countries,56811.0,1524865.0,26841.0,5419847.0,95.4,104.17
1931,2020,February,Third countries,2227763.0,61706360.0,27699.0,187935358.0,84.36,89.26
1932,2020,February,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1933,2020,February,Russian Federation,1315368.0,35066541.0,26659.0,88136363.0,67.01,73.66
1934,2020,February,South Africa,,,,,,
1935,2020,February,United States,376814.0,10865984.0,28836.0,38141933.0,101.22,102.88
1936,2020,February,Canada,,,,,,
1937,2020,February,Colombia,102100.0,2451893.0,24015.0,5253396.0,51.45,62.79
1938,2020,February,Australia,216867.0,6668051.0,30747.0,30740193.0,141.75,135.11
1939,2020,February,Other third countries,,,,,,
1940,2020,March,EU countries,46641.0,1253610.0,26878.0,4258164.0,91.3,99.55
1941,2020,March,Third countries,2103978.0,59172203.0,28124.0,194004578.0,92.21,96.09
1942,2020,March,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1943,2020,March,Russian Federation,1049244.0,28051857.0,26735.0,70980645.0,67.65,74.16
1944,2020,March,South Africa,,,,,,
1945,2020,March,United States,435866.0,12994598.0,29813.0,52695150.0,120.9,118.85
1946,2020,March,Canada,,,,,,
1947,2020,March,Colombia,135340.0,3255014.0,24051.0,6179780.0,45.66,55.64
1948,2020,March,Australia,323204.0,9910425.0,30663.0,46183449.0,142.89,136.58
1949,2020,March,Other third countries,,,,,,
1950,2020,April,EU countries,11023.0,305165.0,27684.0,1071007.0,97.16,102.86
1951,2020,April,Third countries,1655642.0,46445402.0,28053.0,156697008.0,94.64,98.88
1952,2020,April,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1953,2020,April,Russian Federation,733214.0,19881247.0,27115.0,52140375.0,71.11,76.86
1954,2020,April,South Africa,,,,,,
1955,2020,April,United States,372386.0,11059923.0,29700.0,44095801.0,118.41,116.85
1956,2020,April,Canada,,,,,,
1957,2020,April,Colombia,177363.0,4147391.0,23384.0,8735896.0,49.25,61.73
1958,2020,April,Australia,287682.0,8847197.0,30753.0,40952748.0,142.35,135.66
1959,2020,April,Other third countries,,,,,,
1960,2020,May,EU countries,7669.0,215337.0,28079.0,935642.0,122.0,127.34
1961,2020,May,Third countries,1885217.0,53318849.0,28283.0,169974201.0,90.16,93.43
1962,2020,May,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1963,2020,May,Russian Federation,788733.0,21545471.0,27317.0,45687419.0,57.93,62.15
1964,2020,May,South Africa,,,,,,
1965,2020,May,United States,321267.0,9489544.0,29538.0,33740522.0,105.02,104.21
1966,2020,May,Canada,,,,,,
1967,2020,May,Colombia,189735.0,4428985.0,23343.0,8385776.0,44.2,55.49
1968,2020,May,Australia,398428.0,12043854.0,30228.0,60163989.0,151.0,146.41
1969,2020,May,Other third countries,,,,,,
1970,2020,June,EU countries,4245.0,118158.0,27835.0,588062.0,138.53,145.86
1971,2020,June,Third countries,1572881.0,43974580.0,27958.0,147772689.0,93.95,98.49
1972,2020,June,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1973,2020,June,Russian Federation,455139.0,11870657.0,26081.0,25307719.0,55.6,62.48
1974,2020,June,South Africa,,,,,,
1975,2020,June,United States,305488.0,9186644.0,30072.0,33603782.0,110.0,107.21
1976,2020,June,Canada,,,,,,
1977,2020,June,Colombia,237615.0,5654505.0,23797.0,11378789.0,47.89,58.98
1978,2020,June,Australia,452054.0,13592062.0,30067.0,62289133.0,137.79,134.31
1979,2020,June,Other third countries,69487.0,2087135.0,30036.0,8906003.0,128.17,125.06
1980,2020,July,EU countries,16571.0,457069.0,27582.0,1511249.0,91.2,96.9
1981,2020,July,Third countries,1609283.0,44904264.0,27903.0,132536129.0,82.36,86.5
1982,2020,July,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1983,2020,July,Russian Federation,691286.0,18360769.0,26560.0,37279993.0,53.93,59.51
1984,2020,July,South Africa,,,,,,
1985,2020,July,United States,460111.0,13564149.0,29480.0,47989880.0,104.3,103.69
1986,2020,July,Canada,,,,,,
1987,2020,July,Colombia,159854.0,3815499.0,23869.0,7848894.0,49.1,60.29
1988,2020,July,Australia,238534.0,7384502.0,30958.0,31504938.0,132.08,125.04
1989,2020,July,Other third countries,,,,,,
1990,2020,August,EU countries,25130.0,658217.0,26192.0,1654426.0,65.83,73.67
1991,2020,August,Third countries,1721352.0,48734969.0,28312.0,145604252.0,84.59,87.56
1992,2020,August,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1993,2020,August,Russian Federation,728686.0,19938353.0,27362.0,47449698.0,65.12,69.75
1994,2020,August,South Africa,,,,,,
1995,2020,August,United States,289881.0,8737384.0,30141.0,31314413.0,108.03,105.04
1996,2020,August,Canada,,,,,,
1997,2020,August,Colombia,207855.0,4952695.0,23828.0,10398870.0,50.03,61.54
1998,2020,August,Australia,330681.0,10049856.0,30391.0,38998258.0,117.93,113.73
1999,2020,August,Other third countries,,,,,,
2000,2020,September,EU countries,51383.0,1376575.0,26790.0,3730702.0,72.61,79.43
2001,2020,September,Third countries,2128162.0,58887097.0,27670.0,161112699.0,75.71,80.19
2002,2020,September,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
2003,2020,September,Russian Federation,1120914.0,30140457.0,26889.0,68088908.0,60.74,66.21
2004,2020,September,South Africa,,,,,,
2005,2020,September,United States,321133.0,9617191.0,29948.0,33027059.0,102.85,100.65
2006,2020,September,Canada,,,,,,
2007,2020,September,Colombia,228786.0,5477317.0,23941.0,11818027.0,51.66,63.24
2008,2020,September,Australia,326080.0,9987392.0,30629.0,37234619.0,114.19,109.26
2009,2020,September,Other third countries,,,,,,
2010,2020,October,EU countries,60956.0,1638118.0,26874.0,4411169.0,72.37,78.92
2011,2020,October,Third countries,2638739.0,71552337.0,27116.0,184863904.0,70.06,75.72
2012,2020,October,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
2013,2020,October,Russian Federation,1410077.0,37161481.0,26354.0,83008085.0,58.87,65.47
2014,2020,October,South Africa,,,,,,
2015,2020,October,United States,478138.0,13974751.0,29227.0,41448491.0,86.69,86.93
2016,2020,October,Canada,,,,,,
2017,2020,October,Colombia,329572.0,7782802.0,23615.0,17141290.0,52.01,64.55
2018,2020,October,Australia,336274.0,10280921.0,30573.0,35426621.0,105.35,100.99
2019,2020,October,Other third countries,,,,,,
2020,2020,November,EU countries,66552.0,1869865.0,28096.0,5817328.0,87.41,91.18
2021,2020,November,Third countries,2344662.0,65540567.0,27953.0,170621347.0,72.77,76.3
2022,2020,November,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
2023,2020,November,Russian Federation,1265719.0,34023387.0,26881.0,71933443.0,56.83,61.96
2024,2020,November,South Africa,,,,,,
2025,2020,November,United States,317801.0,9355459.0,29438.0,30623972.0,96.36,95.94
2026,2020,November,Canada,,,,,,
2027,2020,November,Colombia,168486.0,4215593.0,25020.0,8982913.0,53.32,62.45
2028,2020,November,Australia,377088.0,11480811.0,30446.0,41790527.0,110.82,106.68
2029,2020,November,Other third countries,,,,,,
2030,2020,December,EU countries,72778.0,1980906.0,27218.0,5960385.0,81.9,88.19
2031,2020,December,Third countries,2748473.0,75742081.0,27558.0,202990025.0,73.86,78.55
2032,2020,December,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
2033,2020,December,Russian Federation,1499171.0,39951767.0,26649.0,92767617.0,61.88,68.05
2034,2020,December,South Africa,,,,,,
2035,2020,December,United States,579205.0,16794570.0,28996.0,49722567.0,85.85,86.77
2036,2020,December,Canada,,,,,,
2037,2020,December,Colombia,202764.0,4842717.0,23884.0,10679968.0,52.67,64.63
2038,2020,December,Australia,375030.0,11448028.0,30526.0,40586130.0,108.22,103.9
2039,2020,December,Other third countries,,,,,,
2040,2021,January,EU countries,47234.0,1391424.0,29458.0,5813720.0,123.08,122.46
2041,2021,January,Third countries,2863597.0,79656000.0,27817.0,218580036.0,76.33,80.42
2042,2021,January,United Kingdom,,,,,,
2043,2021,January,Russian Federation,1576427.0,42153051.0,26740.0,104275029.0,66.15,72.5
2044,2021,January,South Africa,,,,,,
2045,2021,January,United States,385373.0,11354219.0,29463.0,35883971.0,93.11,92.63
2046,2021,January,Canada,201316.0,6254798.0,31070.0,17565550.0,87.25,82.31
2047,2021,January,Colombia,242808.0,5971832.0,24595.0,14591692.0,60.1,71.61
2048,2021,January,Australia,451234.0,13757238.0,30488.0,45880784.0,101.68,97.74
2049,2021,January,Other third countries,,,,,,
2050,2021,February,EU countries,29180.0,868990.0,29780.0,4009951.0,137.42,135.24
2051,2021,February,Third countries,2483831.0,68313947.0,27503.0,195318391.0,78.64,83.8
2052,2021,February,United Kingdom,,,,,,
2053,2021,February,Russian Federation,1352067.0,36123916.0,26718.0,93909501.0,69.46,76.19
2054,2021,February,South Africa,,,,,,
2055,2021,February,United States,433350.0,12527179.0,28908.0,38818191.0,89.58,90.82
2056,2021,February,Canada,24456.0,734562.0,30036.0,2434399.0,99.54,97.13
2057,2021,February,Colombia,213041.0,4989672.0,23421.0,13081296.0,61.4,76.84
2058,2021,February,Australia,459918.0,13907625.0,30239.0,46927001.0,102.03,98.89
2059,2021,February,Other third countries,,,,,,
2060,2021,March,EU countries,27427.0,801870.0,29237.0,3390192.0,123.61,123.91
2061,2021,March,Third countries,2565032.0,71232975.0,27771.0,204760502.0,79.83,84.25
2062,2021,March,United Kingdom,,,,,,
2063,2021,March,Russian Federation,1651855.0,44325337.0,26834.0,118624972.0,71.81,78.44
2064,2021,March,South Africa,,,,,,
2065,2021,March,United States,443408.0,13173939.0,29711.0,44735682.0,100.89,99.52
2066,2021,March,Canada,,,,,,
2067,2021,March,Colombia,112677.0,674524.0,23971.0,6653900.0,59.05,72.2
2068,2021,March,Australia,299861.0,65376473.0,31078.0,28722365.0,95.79,90.33
2069,2021,March,Other third countries,,,,,,
2070,2021,April,EU countries,23392.0,674524.0,28836.0,2805812.0,119.95,121.91
2071,2021,April,Third countries,2325221.0,65376473.0,28116.0,194905306.0,83.82,87.38
2072,2021,April,United Kingdom,,,,,,
2073,2021,April,Russian Federation,1474877.0,40044302.0,27151.0,110022512.0,74.6,80.52
2074,2021,April,South Africa,,,,,,
2075,2021,April,United States,274014.0,8181064.0,29856.0,28360962.0,103.5,101.6
2076,2021,April,Canada,149596.0,4571555.0,30559.0,17116567.0,114.42,109.73
2077,2021,April,Colombia,80276.0,1943315.0,24208.0,4967714.0,61.88,74.92
2078,2021,April,Australia,339568.0,10452352.0,30781.0,33823425.0,99.61,94.84
2079,2021,April,Other third countries,,,,,,
2080,2021,May,EU countries,25964.0,729934.0,28113.0,2796191.0,107.69,112.27
2081,2021,May,Third countries,2848160.0,80071700.0,28113.0,261902997.0,91.96,95.86
2082,2021,May,United Kingdom,,,,,,
2083,2021,May,Russian Federation,1431317.0,38340290.0,26787.0,113855082.0,79.55,87.03
2084,2021,May,South Africa,,,,,,
2085,2021,May,United States,715236.0,20950000.0,29291.0,76582578.0,107.07,107.14
2086,2021,May,Canada,188159.0,5833846.0,31005.0,19331977.0,102.74,97.12
2087,2021,May,Colombia,83173.0,1932892.0,23239.0,5304242.0,63.77,80.43
2088,2021,May,Australia,425936.0,12905556.0,30299.0,46523805.0,109.23,105.65
2089,2021,May,Other third countries,,,,,,
2090,2021,June,EU countries,13581.0,399675.0,29429.0,1772370.0,130.5,129.97
2091,2021,June,Third countries,2200895.0,61191724.0,27803.0,209756314.0,95.31,100.46
2092,2021,June,United Kingdom,,,,,,
2093,2021,June,Russian Federation,1348094.0,36399005.0,27000.0,125507143.0,93.1,101.06
2094,2021,June,South Africa,,,,,,
2095,2021,June,United States,430097.0,12235989.0,28449.0,41267760.0,95.95,98.85
2096,2021,June,Canada,53460.0,1617657.0,30259.0,5760963.0,107.76,104.37
2097,2021,June,Colombia,63135.0,1507580.0,23879.0,5151104.0,81.59,100.14
2098,2021,June,Australia,297468.0,9208110.0,30955.0,31520456.0,105.96,100.32
2099,2021,June,Other third countries,,,,,,
2100,2021,July,EU countries,22360.0,623722.0,27895.0,2323311.0,103.9,109.17
2101,2021,July,Third countries,2485750.0,69315578.0,27885.0,278007106.0,111.84,117.55
2102,2021,July,United Kingdom,,,,,,
2103,2021,July,Russian Federation,1349777.0,35934611.0,26623.0,149693993.0,110.9,122.09
2104,2021,July,South Africa,,,,,,
2105,2021,July,United States,483036.0,14125912.0,29244.0,55940164.0,115.81,116.06
2106,2021,July,Canada,43126.0,1307821.0,30326.0,4730571.0,109.69,106.01
2107,2021,July,Colombia,87671.0,2070480.0,23616.0,8035629.0,91.66,113.75
2108,2021,July,Australia,516442.0,15728167.0,30455.0,58935141.0,114.12,109.82
2109,2021,July,Other third countries,,,,,,
2110,2021,August,EU countries,30186.0,828729.0,27454.0,4489107.0,148.71,158.76
2111,2021,August,Third countries,2417004.0,67442042.0,27903.0,310422291.0,128.43,134.9
2112,2021,August,United Kingdom,,,,,,
2113,2021,August,Russian Federation,1252668.0,33173724.0,26482.0,156290705.0,124.77,138.08
2114,2021,August,South Africa,,,,,,
2115,2021,August,United States,434179.0,12496198.0,28781.0,59699384.0,137.5,140.02
2116,2021,August,Canada,177901.0,5535904.0,31118.0,27075643.0,152.2,143.34
2117,2021,August,Colombia,100358.0,2364668.0,23562.0,10009947.0,99.74,124.06
2118,2021,August,Australia,441703.0,13608325.0,30809.0,56248805.0,127.35,121.14
2119,2021,August,Other third countries,,,,,,
2120,2021,September,EU countries,32723.0,946002.0,28909.0,4148589.0,126.78,128.53
2121,2021,September,Third countries,2659563.0,73184476.0,27517.0,391672021.0,147.27,156.85
2122,2021,September,United Kingdom,,,,,,
2123,2021,September,Russian Federation,1603860.0,42490911.0,26493.0,234343169.0,146.11,161.64
2124,2021,September,South Africa,,,,,,
2125,2021,September,United States,277212.0,7985823.0,28808.0,43449673.0,156.74,159.46
2126,2021,September,Canada,,,,,,
2127,2021,September,Colombia,130706.0,3140143.0,24024.0,17520252.0,134.04,163.52
2128,2021,September,Australia,500103.0,15232416.0,30459.0,73739082.0,147.45,141.88
2129,2021,September,Other third countries,,,,,,
2130,2021,October,EU countries,38994.0,1125867.0,28873.0,5354158.0,137.31,139.38
2131,2021,October,Third countries,2757841.0,74635248.0,27063.0,474500261.0,172.05,186.33
2132,2021,October,United Kingdom,,,,,,
2133,2021,October,Russian Federation,1629146.0,42802914.0,26273.0,288333379.0,176.98,197.43
2134,2021,October,South Africa,34774.0,874451.0,25147.0,7152603.0,205.69,239.73
2135,2021,October,United States,416297.0,11944046.0,28691.0,71366316.0,171.43,175.12
2136,2021,October,Canada,,,,,,
2137,2021,October,Colombia,280778.0,6875570.0,24488.0,45457871.0,161.9,193.77
2138,2021,October,Australia,395750.0,12104170.0,30585.0,62017308.0,156.71,150.16
2139,2021,October,Other third countries,,,,,,
2140,2021,November,EU countries,46947.0,1347529.0,28703.0,6703608.0,142.79,145.8
2141,2021,November,Third countries,2806664.0,76112671.0,27119.0,507462863.0,180.81,195.4
2142,2021,November,United Kingdom,,,,,,
2143,2021,November,Russian Federation,1769515.0,47104320.0,26620.0,312933973.0,176.85,194.71
2144,2021,November,South Africa,,,,,,
2145,2021,November,United States,256659.0,7522173.0,29308.0,54819761.0,213.59,213.59
2146,2021,November,Canada,,,,,,
2147,2021,November,Colombia,168054.0,4024282.0,23946.0,26973100.0,160.5,196.44
2148,2021,November,Australia,431845.0,13114846.0,30369.0,75253050.0,174.26,168.17
2149,2021,November,Other third countries,,,,,,
2150,2021,December,EU countries,32892.0,978095.0,29737.0,4387852.0,133.4,131.48
2151,2021,December,Third countries,3602789.0,97910752.0,27176.0,655403928.0,181.92,196.18
2152,2021,December,United Kingdom,,,,,,
2153,2021,December,Russian Federation,1900171.0,50004741.0,26316.0,278839066.0,146.74,163.43
2154,2021,December,South Africa,226511.0,5460614.0,24108.0,32655379.0,144.17,175.27
2155,2021,December,United States,471481.0,13394821.0,28410.0,103942629.0,220.46,227.43
2156,2021,December,Canada,,,,,,
2157,2021,December,Colombia,215952.0,5116327.0,23692.0,27371142.0,126.75,156.79
2158,2021,December,Australia,655602.0,19769412.0,30155.0,190237809.0,290.17,282.03
2159,2021,December,Other third countries,,,,,,
2160,2022,January,EU countries,34109.0,990462.0,29038.0,6389062.0,187.31,189.05
2161,2022,January,Third countries,3570064.0,96549228.0,27044.0,670649299.0,187.85,203.58
2162,2022,January,United Kingdom,,,,,,
2163,2022,January,Russian Federation,2050012.0,53380307.0,26039.0,321206894.0,156.69,176.36
2164,2022,January,South Africa,,,,,,
2165,2022,January,United States,735366.0,21015420.0,28578.0,168597870.0,229.27,235.13
2166,2022,January,Canada,,,,,,
2167,2022,January,Colombia,227554.0,5504443.0,24190.0,30581064.0,134.39,162.83
2168,2022,January,Australia,503610.0,15311880.0,30404.0,141924272.0,281.81,271.65
2169,2022,January,Other third countries,,,,,,
2170,2022,February,EU countries,25724.0,737979.0,28688.0,4934908.0,191.84,195.98
2171,2022,February,Third countries,2996623.0,81523042.0,27205.0,730019219.0,243.61,262.45
2172,2022,February,United Kingdom,,,,,,
2173,2022,February,Russian Federation,1746791.0,45879671.0,26265.0,432434253.0,247.56,276.24
2174,2022,February,South Africa,,,,,,
2175,2022,February,United States,444146.0,12472868.0,28083.0,99627052.0,224.31,234.1
2176,2022,February,Canada,,,,,,
2177,2022,February,Colombia,219804.0,5373580.0,24447.0,34745994.0,158.08,189.51
2178,2022,February,Australia,368847.0,11358886.0,30796.0,103380154.0,280.28,266.74
2179,2022,February,Other third countries,,,,,,
2180,2022,March,EU countries,33267.0,951395.0,28599.0,7542279.0,226.72,232.34
2181,2022,March,Third countries,3160997.0,85889025.0,27171.0,874668583.0,276.71,298.46
2182,2022,March,United Kingdom,,,,,,
2183,2022,March,Russian Federation,1329568.0,35754526.0,26892.0,333850042.0,251.1,273.66
2184,2022,March,South Africa,,,,,,
2185,2022,March,United States,468214.0,13500783.0,28835.0,134278501.0,286.79,291.5
2186,2022,March,Canada,,,,,,
2187,2022,March,Colombia,687842.0,16476636.0,23954.0,174719832.0,254.01,310.78
2188,2022,March,Australia,590198.0,18024967.0,30541.0,206599913.0,350.05,335.92
2189,2022,March,Other third countries,,,,,,
2190,2022,April,EU countries,29513.0,841506.0,28513.0,9088287.0,307.94,316.53
2191,2022,April,Third countries,3138048.0,85564197.0,27267.0,1040203636.0,331.48,356.3
2192,2022,April,United Kingdom,,,,,,
2193,2022,April,Russian Federation,1259006.0,33122341.0,26308.0,388909342.0,308.9,344.12
2194,2022,April,South Africa,,,,,,
2195,2022,April,United States,582261.0,16875721.0,28983.0,217286389.0,373.18,377.36
2196,2022,April,Canada,,,,,,
2197,2022,April,Colombia,446914.0,10979866.0,24568.0,134102434.0,300.06,357.95
2198,2022,April,Australia,523696.0,16023162.0,30596.0,201438527.0,384.65,368.45
2199,2022,April,Other third countries,,,,,,
2200,2022,May,EU countries,27636.0,779374.0,28201.0,10769902.0,389.71,405.0
2201,2022,May,Third countries,2739269.0,75759016.0,27657.0,987754432.0,360.59,382.12
2202,2022,May,United Kingdom,,,,,,
2203,2022,May,Russian Federation,1378698.0,37338242.0,27082.0,478449990.0,347.03,375.55
2204,2022,May,South Africa,,,,,,
2205,2022,May,United States,571972.0,16542944.0,28923.0,208295231.0,364.17,369.02
2206,2022,May,Canada,,,,,,
2207,2022,May,Colombia,307323.0,7500765.0,24407.0,101001154.0,328.65,394.65
