,Year,Month,Country_of_origin,Imports_hardcoal_tonnes,Imports_hardcoal_gigajoules,Average_calorificvalue_hardcoal,Imports_hardcoal_euros,Imports_hardcoal_eurospert,Imports_of_hard_coal_in_euros/tce
1455,2016,February,United States,750442.0,20813295.0,27735.0,46148069.0,61.49,64.98
1456,2016,February,Canada,,,,,,
1457,2016,February,Colombia,703733.0,17225420.0,24477.0,33293365.0,47.31,56.65
1458,2016,February,Australia,,,,,,
1459,2016,February,Other third countries,32294.0,813318.0,25185.0,1903615.0,58.95,68.6
1460,2016,March,EU countries,240963.0,6593746.0,27364.0,16337774.0,67.8,72.62
1461,2016,March,Third countries,3634628.0,98659302.0,27144.0,213926910.0,58.86,63.55
1462,2016,March,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1463,2016,March,Russian Federation,1412681.0,37173013.0,26314.0,74453061.0,52.7,58.7
1464,2016,March,South Africa,56731.0,1501206.0,26462.0,3450174.0,60.82,67.36
1465,2016,March,United States,662894.0,18577991.0,28026.0,40583405.0,61.22,64.02
1466,2016,March,Canada,201138.0,6258316.0,31115.0,14941953.0,74.29,69.97
1467,2016,March,Colombia,659494.0,15938824.0,24168.0,30766724.0,46.65,56.57
1468,2016,March,Australia,567740.0,17307301.0,30485.0,45556314.0,80.24,77.14
1469,2016,March,Other third countries,73950.0,1902651.0,25729.0,4175279.0,56.46,64.32
1470,2016,April,EU countries,266321.0,7345206.0,27580.0,15506498.0,58.22,61.87
1471,2016,April,Third countries,3292234.0,88791213.0,26970.0,194159464.0,58.97,64.09
1472,2016,April,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1473,2016,April,Russian Federation,1541756.0,40602502.0,26335.0,86109879.0,55.85,62.16
1474,2016,April,South Africa,19695.0,542174.0,27529.0,1304540.0,66.24,70.52
1475,2016,April,United States,704775.0,19844331.0,28157.0,44804333.0,63.57,66.17
1476,2016,April,Canada,,,,,,
1477,2016,April,Colombia,570013.0,13817884.0,24241.0,25824031.0,45.3,54.77
1478,2016,April,Australia,,,,,,
1479,2016,April,Other third countries,23180.0,660534.0,28496.0,1729127.0,74.6,76.72
1480,2016,May,EU countries,279536.0,7391385.0,26442.0,14357082.0,51.36,56.93
1481,2016,May,Third countries,3030395.0,83752468.0,27637.0,188925002.0,62.34,66.11
1482,2016,May,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1483,2016,May,Russian Federation,1238342.0,32913279.0,26579.0,70079323.0,56.59,62.4
1484,2016,May,South Africa,20012.0,482297.0,24100.0,1016879.0,50.81,61.79
1485,2016,May,United States,637783.0,18636194.0,29220.0,43363905.0,67.99,68.2
1486,2016,May,Canada,,,,,,
1487,2016,May,Colombia,437151.0,10499819.0,24019.0,20232135.0,46.28,56.47
1488,2016,May,Australia,,,,,,
1489,2016,May,Other third countries,47051.0,1398263.0,29718.0,3475646.0,73.87,72.85
1490,2016,June,EU countries,149640.0,4161803.0,27812.0,9520137.0,63.62,67.04
1491,2016,June,Third countries,3398891.0,91178487.0,26826.0,207591496.0,61.08,66.73
1492,2016,June,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1493,2016,June,Russian Federation,1625479.0,41914611.0,25786.0,88661346.0,54.54,61.99
1494,2016,June,South Africa,,,,,,
1495,2016,June,United States,326720.0,9417463.0,28824.0,22250748.0,68.1,69.25
1496,2016,June,Canada,,,,,,
1497,2016,June,Colombia,642454.0,15567950.0,24232.0,30791882.0,47.93,57.97
1498,2016,June,Australia,656425.0,19896574.0,30311.0,54941547.0,83.7,80.93
1499,2016,June,Other third countries,60302.0,1806584.0,29959.0,4445420.0,73.72,72.12
1500,2016,July,EU countries,136735.0,3759814.0,27497.0,9246119.0,67.62,72.07
1501,2016,July,Third countries,3515030.0,95310679.0,27115.0,225357881.0,64.11,69.3
1502,2016,July,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1503,2016,July,Russian Federation,1285394.0,33362342.0,25955.0,74519531.0,57.97,65.46
1504,2016,July,South Africa,,,,,,
1505,2016,July,United States,677581.0,19119982.0,28218.0,44924285.0,66.3,68.86
1506,2016,July,Canada,,,,,,
1507,2016,July,Colombia,745481.0,18388060.0,24666.0,38178416.0,51.21,60.85
1508,2016,July,Australia,593384.0,18011923.0,30355.0,51108241.0,86.13,83.16
1509,2016,July,Other third countries,74976.0,2217342.0,29574.0,5624228.0,75.01,74.34
1510,2016,August,EU countries,304788.0,8045055.0,26396.0,18862825.0,61.89,68.72
1511,2016,August,Third countries,3236702.0,88117558.0,27224.0,217048415.0,67.06,72.19
1512,2016,August,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1513,2016,August,Russian Federation,1089429.0,28723128.0,26365.0,70343452.0,64.57,71.78
1514,2016,August,South Africa,,,,,,
1515,2016,August,United States,469130.0,13121005.0,27969.0,30542221.0,65.1,68.22
1516,2016,August,Canada,,,,,,
1517,2016,August,Colombia,784934.0,19419188.0,24740.0,42632981.0,54.31,64.34
1518,2016,August,Australia,503294.0,15327209.0,30454.0,45670394.0,90.74,87.33
1519,2016,August,Other third countries,145823.0,4257032.0,29193.0,10072160.0,69.07,69.34
1520,2016,September,EU countries,216752.0,5977869.0,27579.0,16292154.0,75.16,79.88
1521,2016,September,Third countries,3536285.0,95307768.0,26951.0,235330348.0,66.55,72.37
1522,2016,September,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1523,2016,September,Russian Federation,1191367.0,31233649.0,26217.0,72542759.0,60.89,68.07
1524,2016,September,South Africa,,,,,,
1525,2016,September,United States,579250.0,16220095.0,28002.0,41620412.0,71.85,75.2
1526,2016,September,Canada,,,,,,
1527,2016,September,Colombia,696699.0,17207365.0,24698.0,40500724.0,58.13,68.98
1528,2016,September,Australia,507808.0,15182310.0,29898.0,43686447.0,86.03,84.33
1529,2016,September,Other third countries,288821.0,8173427.0,28299.0,18410433.0,63.74,66.02
1530,2016,October,EU countries,296723.0,8048486.0,27125.0,24682778.0,83.18,89.88
1531,2016,October,Third countries,3516888.0,95981852.0,27292.0,301578480.0,85.75,92.09
1532,2016,October,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1533,2016,October,Russian Federation,1137480.0,30299956.0,26638.0,92554789.0,81.37,89.52
1534,2016,October,South Africa,246021.0,6190387.0,25162.0,16536460.0,67.22,78.29
1535,2016,October,United States,559296.0,16085229.0,28760.0,49606656.0,88.69,90.39
1536,2016,October,Canada,,,,,,
1537,2016,October,Colombia,689135.0,17057926.0,24753.0,46055056.0,66.83,79.13
1538,2016,October,Australia,671016.0,19746917.0,29428.0,78482167.0,116.96,116.48
1539,2016,October,Other third countries,,,,,,
1540,2016,November,EU countries,225233.0,6184087.0,27456.0,20748435.0,92.12,98.33
1541,2016,November,Third countries,3767256.0,101216440.0,26867.0,339903359.0,90.23,98.42
1542,2016,November,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1543,2016,November,Russian Federation,1004644.0,26574518.0,26452.0,85822382.0,85.43,94.65
1544,2016,November,South Africa,300149.0,7346528.0,24476.0,21527573.0,71.72,85.88
1545,2016,November,United States,726380.0,19993415.0,27525.0,66762037.0,91.91,97.87
1546,2016,November,Canada,,,,,,
1547,2016,November,Colombia,831557.0,20715932.0,24912.0,63013125.0,75.78,89.15
1548,2016,November,Australia,802064.0,23475494.0,29269.0,93318625.0,116.35,116.5
1549,2016,November,Other third countries,,,,,,
1550,2016,December,EU countries,187531.0,5065172.0,27010.0,16950695.0,90.39,98.08
1551,2016,December,Third countries,3327475.0,89456744.0,26884.0,323968552.0,97.36,106.14
1552,2016,December,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1553,2016,December,Russian Federation,1266538.0,33136566.0,26163.0,117557854.0,92.82,103.98
1554,2016,December,South Africa,140091.0,3424487.0,24445.0,10937398.0,78.07,93.61
1555,2016,December,United States,697241.0,19745519.0,28320.0,70944499.0,101.75,105.3
1556,2016,December,Canada,,,,,,
1557,2016,December,Colombia,687530.0,17159708.0,24958.0,54516627.0,79.29,93.11
1558,2016,December,Australia,437531.0,13081833.0,29899.0,60648701.0,138.62,135.87
1559,2016,December,Other third countries,,,,,,
1560,2017,January,EU countries,269541.0,6982368.0,25905.0,23563769.0,87.42,98.91
1561,2017,January,Third countries,3273255.0,88626792.0,27076.0,378066733.0,115.5,125.02
1562,2017,January,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1563,2017,January,Russian Federation,1059586.0,28058615.0,26481.0,104015119.0,98.17,108.65
1564,2017,January,South Africa,124207.0,2958642.0,23820.0,8789250.0,70.76,87.07
1565,2017,January,United States,504577.0,14071185.0,27887.0,51714880.0,102.49,107.71
1566,2017,January,Canada,188494.0,5871583.0,31150.0,33997320.0,180.36,169.7
1567,2017,January,Colombia,724767.0,18024166.0,24869.0,63916944.0,88.19,103.93
1568,2017,January,Australia,505935.0,15262502.0,30167.0,98021297.0,193.74,188.23
1569,2017,January,Other third countries,165689.0,4380099.0,26436.0,17611923.0,106.3,117.84
1570,2017,February,EU countries,664124.0,18119590.0,27283.0,82224207.0,123.81,133.0
1571,2017,February,Third countries,3946156.0,105199725.0,26659.0,441480482.0,111.88,122.99
1572,2017,February,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1573,2017,February,Russian Federation,1939163.0,50706962.0,26149.0,174587026.0,90.03,100.91
1574,2017,February,South Africa,211411.0,4843810.0,22912.0,16097112.0,76.14,97.4
1575,2017,February,United States,650264.0,18036706.0,27738.0,81119193.0,124.75,131.81
1576,2017,February,Canada,,,,,,
1577,2017,February,Colombia,571645.0,14164456.0,24778.0,47119416.0,82.43,97.5
1578,2017,February,Australia,,,,,,
1579,2017,February,Other third countries,56215.0,1651529.0,29379.0,11991581.0,213.32,212.8
1580,2017,March,EU countries,331843.0,8385728.0,25270.0,25780328.0,77.69,90.1
1581,2017,March,Third countries,3354973.0,90769769.0,27055.0,389099723.0,115.98,125.63
1582,2017,March,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1583,2017,March,Russian Federation,1501311.0,39631157.0,26398.0,131320000.0,87.47,97.11
1584,2017,March,South Africa,156343.0,3581154.0,22906.0,12178445.0,77.9,99.67
1585,2017,March,United States,537100.0,14881573.0,27707.0,70807407.0,131.83,139.45
1586,2017,March,Canada,,,,,,
1587,2017,March,Colombia,480974.0,11900900.0,24743.0,37578010.0,78.13,92.54
1588,2017,March,Australia,,,,,,
1589,2017,March,Other third countries,39232.0,1164022.0,29670.0,5931299.0,151.19,149.34
1590,2017,April,EU countries,179906.0,4797749.0,26668.0,15412636.0,85.67,94.15
1591,2017,April,Third countries,2500875.0,68404784.0,27352.0,289492207.0,115.76,124.03
1592,2017,April,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1593,2017,April,Russian Federation,989910.0,26849746.0,27123.0,97226322.0,98.22,106.13
1594,2017,April,South Africa,124473.0,2846340.0,22867.0,10004982.0,80.38,103.02
1595,2017,April,United States,453845.0,12678770.0,27936.0,50712264.0,111.74,117.23
1596,2017,April,Canada,,,,,,
1597,2017,April,Colombia,406368.0,10019075.0,24655.0,29827723.0,73.4,87.25
1598,2017,April,Australia,,,,,,
1599,2017,April,Other third countries,79206.0,2280288.0,28789.0,13462020.0,169.96,173.02
1600,2017,May,EU countries,163594.0,4352782.0,26607.0,13573959.0,82.97,91.4
1601,2017,May,Third countries,3006660.0,82575532.0,27464.0,359065054.0,119.42,127.44
1602,2017,May,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1603,2017,May,Russian Federation,1412335.0,37751055.0,26730.0,120490658.0,85.31,93.54
1604,2017,May,South Africa,63240.0,1498071.0,23689.0,4816521.0,76.16,94.23
1605,2017,May,United States,652102.0,18782541.0,28803.0,99063174.0,151.91,154.58
1606,2017,May,Canada,,,,,,
1607,2017,May,Colombia,365624.0,8741845.0,23909.0,26309298.0,71.96,88.2
1608,2017,May,Australia,,,,,,
1609,2017,May,Other third countries,80694.0,2438009.0,30213.0,13618922.0,168.77,163.72
1610,2017,June,EU countries,164326.0,4375108.0,26625.0,13719610.0,83.49,91.91
1611,2017,June,Third countries,3011935.0,82935302.0,27536.0,356988227.0,118.52,126.15
1612,2017,June,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1613,2017,June,Russian Federation,1256432.0,33450699.0,26624.0,110863613.0,88.24,97.13
1614,2017,June,South Africa,28163.0,678870.0,24105.0,2214291.0,78.62,95.59
1615,2017,June,United States,493914.0,13872203.0,28086.0,54315418.0,109.97,114.75
1616,2017,June,Canada,,,,,,
1617,2017,June,Colombia,384242.0,9307929.0,24224.0,27707797.0,72.11,87.24
1618,2017,June,Australia,,,,,,
1619,2017,June,Other third countries,179004.0,5258722.0,29378.0,35878625.0,200.43,199.96
1620,2017,July,EU countries,254517.0,6790009.0,26678.0,21342658.0,83.86,92.12
1621,2017,July,Third countries,2566765.0,70745367.0,27562.0,289570003.0,112.82,119.96
1622,2017,July,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1623,2017,July,Russian Federation,1277659.0,34396360.0,26921.0,106682869.0,83.5,90.9
1624,2017,July,South Africa,12641.0,305076.0,24134.0,1073391.0,84.91,103.12
1625,2017,July,United States,550918.0,15652522.0,28412.0,67028578.0,121.67,125.51
1626,2017,July,Canada,,,,,,
1627,2017,July,Colombia,283314.0,6838612.0,24138.0,20761644.0,73.28,88.98
1628,2017,July,Australia,,,,,,
1629,2017,July,Other third countries,67631.0,1978444.0,29254.0,13031443.0,192.68,193.04
1630,2017,August,EU countries,240532.0,6268504.0,26061.0,20143288.0,83.74,94.18
1631,2017,August,Third countries,2784698.0,77059091.0,27672.0,302746194.0,108.72,115.14
1632,2017,August,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1633,2017,August,Russian Federation,1197645.0,31877388.0,26617.0,101944542.0,85.12,93.73
1634,2017,August,South Africa,44884.0,1160822.0,25863.0,3287841.0,73.25,83.01
1635,2017,August,United States,633965.0,18096751.0,28545.0,67336753.0,106.22,109.05
1636,2017,August,Canada,,,,,,
1637,2017,August,Colombia,263436.0,6331485.0,24034.0,19457232.0,73.86,90.07
1638,2017,August,Australia,,,,,,
1639,2017,August,Other third countries,146080.0,4357204.0,29828.0,30551089.0,209.14,205.5
1640,2017,September,EU countries,220717.0,5734378.0,25981.0,18943749.0,85.83,96.82
1641,2017,September,Third countries,2941341.0,80191454.0,27264.0,313247363.0,106.5,114.48
1642,2017,September,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1643,2017,September,Russian Federation,1525564.0,40260264.0,26390.0,133468648.0,87.49,97.16
1644,2017,September,South Africa,87737.0,2184959.0,24904.0,6541366.0,74.56,87.74
1645,2017,September,United States,374712.0,10649173.0,28420.0,37222259.0,99.34,102.44
1646,2017,September,Canada,,,,,,
1647,2017,September,Colombia,249645.0,5972871.0,23925.0,19176792.0,76.82,94.1
1648,2017,September,Australia,,,,,,
1649,2017,September,Other third countries,127123.0,3705670.0,29150.0,19909262.0,156.61,157.46
1650,2017,October,EU countries,245696.0,6398511.0,26042.0,22133242.0,90.08,101.38
1651,2017,October,Third countries,3120526.0,85122633.0,27278.0,324617716.0,104.03,111.77
1652,2017,October,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1653,2017,October,Russian Federation,1356267.0,35524312.0,26193.0,113510543.0,83.69,93.65
1654,2017,October,South Africa,60797.0,1524884.0,25082.0,4742893.0,78.01,91.16
1655,2017,October,United States,859878.0,23951566.0,27855.0,88931465.0,103.42,108.82
1656,2017,October,Canada,,,,,,
1657,2017,October,Colombia,255207.0,6131445.0,24025.0,20288807.0,79.5,96.98
1658,2017,October,Australia,,,,,,
1659,2017,October,Other third countries,46848.0,1386391.0,29593.0,8230694.0,175.69,174.0
1660,2017,November,EU countries,285553.0,7405341.0,25933.0,26079535.0,91.33,103.21
1661,2017,November,Third countries,3511798.0,95964123.0,27326.0,384023123.0,109.35,117.28
1662,2017,November,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1663,2017,November,Russian Federation,1418477.0,37555943.0,26476.0,131401782.0,92.64,102.54
1664,2017,November,South Africa,69648.0,1724986.0,24767.0,5388326.0,77.37,91.55
1665,2017,November,United States,809459.0,22418074.0,27695.0,83935552.0,103.69,109.73
1666,2017,November,Canada,,,,,,
1667,2017,November,Colombia,433405.0,10416992.0,24035.0,35411527.0,81.71,99.63
1668,2017,November,Australia,,,,,,
1669,2017,November,Other third countries,65104.0,1960317.0,30111.0,10413614.0,159.95,155.69
1670,2017,December,EU countries,289203.0,7470726.0,25832.0,26175827.0,90.51,102.69
1671,2017,December,Third countries,2773296.0,74618715.0,26906.0,296783807.0,107.01,116.57
1672,2017,December,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1673,2017,December,Russian Federation,1388754.0,36531166.0,26305.0,126755639.0,91.27,101.69
1674,2017,December,South Africa,63959.0,1589418.0,24851.0,5150536.0,80.53,94.97
1675,2017,December,United States,579068.0,15981385.0,27598.0,67558718.0,116.67,123.89
1676,2017,December,Canada,,,,,,
1677,2017,December,Colombia,298027.0,7071917.0,23729.0,24239535.0,81.33,100.46
1678,2017,December,Australia,,,,,,
1679,2017,December,Other third countries,114041.0,3340911.0,29296.0,17846052.0,156.49,156.55
1680,2018,January,EU countries,189932.0,4858175.0,25578.0,16927266.0,89.12,102.12
1681,2018,January,Third countries,3076111.0,85193410.0,27695.0,378255041.0,122.97,130.13
1682,2018,January,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1683,2018,January,Russian Federation,1406105.0,37115889.0,26396.0,130522908.0,92.83,103.07
1684,2018,January,South Africa,,,,,,
1685,2018,January,United States,535676.0,15345576.0,28647.0,66031657.0,123.27,126.11
1686,2018,January,Canada,,,,,,
1687,2018,January,Colombia,217218.0,5176556.0,23831.0,17127311.0,78.85,96.97
1688,2018,January,Australia,644175.0,19706126.0,30591.0,119542314.0,185.57,177.79
1689,2018,January,Other third countries,87355.0,2654607.0,30389.0,14213806.0,162.71,156.93
1690,2018,February,EU countries,156890.0,3954142.0,25203.0,14267741.0,90.94,105.75
1691,2018,February,Third countries,2882878.0,78607665.0,27267.0,320340394.0,111.12,119.44
1692,2018,February,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1693,2018,February,Russian Federation,1306942.0,34893900.0,26699.0,124193459.0,95.03,104.31
1694,2018,February,South Africa,,,,,,
1695,2018,February,United States,679646.0,18819076.0,27690.0,78076927.0,114.88,121.59
1696,2018,February,Canada,,,,,,
1697,2018,February,Colombia,254700.0,6022074.0,23644.0,18557378.0,72.86,90.31
1698,2018,February,Australia,214245.0,6591400.0,30766.0,36219822.0,169.06,161.05
1699,2018,February,Other third countries,166364.0,4871988.0,29285.0,31379610.0,188.62,188.77
1700,2018,March,EU countries,162394.0,4048946.0,24933.0,13027427.0,80.22,94.3
1701,2018,March,Third countries,3277990.0,88527562.0,27007.0,342744512.0,104.56,113.47
1702,2018,March,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1703,2018,March,Russian Federation,1697760.0,44750996.0,26359.0,141232044.0,83.19,92.49
1704,2018,March,South Africa,,,,,,
1705,2018,March,United States,561519.0,15598364.0,27779.0,60408858.0,107.58,113.5
1706,2018,March,Canada,,,,,,
1707,2018,March,Colombia,322280.0,7607274.0,23605.0,21107300.0,65.49,81.32
1708,2018,March,Australia,456534.0,13744892.0,30107.0,83797817.0,183.55,178.68
1709,2018,March,Other third countries,107183.0,3187187.0,29736.0,20065199.0,187.21,184.51
1710,2018,April,EU countries,115046.0,2881443.0,25046.0,9558528.0,83.08,97.22
1711,2018,April,Third countries,2900674.0,79300009.0,27338.0,312640150.0,107.78,115.55
1712,2018,April,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1713,2018,April,Russian Federation,1469903.0,38718988.0,26341.0,124521218.0,84.71,94.26
1714,2018,April,South Africa,,,,,,
1715,2018,April,United States,613506.0,17275681.0,28159.0,73310222.0,119.49,124.37
1716,2018,April,Canada,,,,,,
1717,2018,April,Colombia,230447.0,5400937.0,23437.0,15087724.0,65.47,81.87
1718,2018,April,Australia,303831.0,9345772.0,30760.0,54905132.0,180.71,172.18
1719,2018,April,Other third countries,52377.0,1571847.0,30010.0,9479672.0,180.99,176.75
1720,2018,May,EU countries,108623.0,2701042.0,24866.0,9080440.0,83.6,98.53
1721,2018,May,Third countries,2787080.0,78701164.0,28238.0,363187892.0,130.31,135.25
1722,2018,May,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1723,2018,May,Russian Federation,1152807.0,30923050.0,26824.0,109532270.0,95.01,103.81
1724,2018,May,South Africa,,,,,,
1725,2018,May,United States,688127.0,19644880.0,28548.0,87771736.0,127.55,130.95
1726,2018,May,Canada,,,,,,
1727,2018,May,Colombia,112442.0,2659447.0,23652.0,8726722.0,77.61,96.17
1728,2018,May,Australia,593938.0,18207278.0,30655.0,112346835.0,189.16,180.84
1729,2018,May,Other third countries,54706.0,1653670.0,30228.0,10143143.0,185.41,179.77
1730,2018,June,EU countries,50783.0,1341222.0,26411.0,5030958.0,99.07,109.94
1731,2018,June,Third countries,2571610.0,70645225.0,27471.0,302273084.0,117.54,125.4
1732,2018,June,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1733,2018,June,Russian Federation,1298709.0,34707181.0,26724.0,123810665.0,95.33,104.55
1734,2018,June,South Africa,,,,,,
1735,2018,June,United States,592087.0,16445704.0,27776.0,71381274.0,120.56,127.21
1736,2018,June,Canada,,,,,,
1737,2018,June,Colombia,189736.0,4534991.0,23902.0,14953382.0,78.81,96.64
1738,2018,June,Australia,324780.0,9903977.0,30494.0,61696611.0,189.96,182.57
1739,2018,June,Other third countries,102997.0,3126347.0,30354.0,18751716.0,182.06,175.79
1740,2018,July,EU countries,67845.0,1725789.0,25437.0,6164705.0,90.86,104.69
1741,2018,July,Third countries,2592027.0,71362955.0,27532.0,303176529.0,116.97,124.51
1742,2018,July,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1743,2018,July,Russian Federation,1282801.0,33885627.0,26415.0,125954005.0,98.19,108.94
1744,2018,July,South Africa,,,,,,
1745,2018,July,United States,464966.0,13043982.0,28054.0,51706524.0,111.2,116.18
1746,2018,July,Canada,,,,,,
1747,2018,July,Colombia,190639.0,4581602.0,24033.0,16535160.0,86.74,105.77
1748,2018,July,Australia,331741.0,10118007.0,30500.0,57685246.0,173.89,167.09
1749,2018,July,Other third countries,109389.0,3239958.0,29619.0,17559822.0,160.53,158.84
1750,2018,August,EU countries,53127.0,1445300.0,27205.0,6003906.0,113.01,121.75
1751,2018,August,Third countries,2880394.0,78775175.0,27349.0,325149759.0,112.88,120.97
1752,2018,August,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1753,2018,August,Russian Federation,1369417.0,36110953.0,26370.0,134436699.0,98.17,109.11
1754,2018,August,South Africa,,,,,,
1755,2018,August,United States,668687.0,18495314.0,27659.0,74609403.0,111.58,118.23
1756,2018,August,Canada,,,,,,
1757,2018,August,Colombia,256340.0,6069854.0,23679.0,18839279.0,73.49,90.96
1758,2018,August,Australia,474657.0,14734663.0,31043.0,79957402.0,168.45,159.04
1759,2018,August,Other third countries,47983.0,1431306.0,29829.0,7753692.0,161.59,158.77
1760,2018,September,EU countries,54248.0,1443170.0,26603.0,6292466.0,115.99,127.79
1761,2018,September,Third countries,3067723.0,82664091.0,26946.0,344153893.0,112.19,122.02
1762,2018,September,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1763,2018,September,Russian Federation,1510866.0,39509658.0,26150.0,149070023.0,98.67,110.58
1764,2018,September,South Africa,,,,,,
1765,2018,September,United States,802523.0,22119337.0,27562.0,88418629.0,110.18,117.15
1766,2018,September,Canada,,,,,,
1767,2018,September,Colombia,210153.0,5005225.0,23817.0,17263552.0,82.15,101.09
1768,2018,September,Australia,386508.0,11663097.0,30176.0,69605909.0,180.09,174.91
1769,2018,September,Other third countries,104669.0,2781088.0,26570.0,12151506.0,116.09,128.06
1770,2018,October,EU countries,169918.0,4327944.0,25471.0,17804935.0,104.79,120.57
1771,2018,October,Third countries,3145890.0,85929792.0,27315.0,376898780.0,119.81,128.55
1772,2018,October,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1773,2018,October,Russian Federation,1457536.0,37909067.0,26009.0,145696809.0,99.96,112.64
1774,2018,October,South Africa,,,,,,
1775,2018,October,United States,814717.0,22660028.0,27813.0,96523763.0,118.48,124.84
1776,2018,October,Canada,,,,,,
1777,2018,October,Colombia,141527.0,3356761.0,23718.0,12708351.0,89.79,110.96
1778,2018,October,Australia,398490.0,12102875.0,30372.0,70257932.0,176.31,170.13
1779,2018,October,Other third countries,65762.0,1879359.0,28578.0,9622965.0,146.33,150.07
1780,2018,November,EU countries,231360.0,5903856.0,25518.0,19832812.0,85.72,98.45
1781,2018,November,Third countries,3681568.0,99366721.0,26990.0,415514957.0,112.86,122.56
1782,2018,November,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1783,2018,November,Russian Federation,2091876.0,54316798.0,25966.0,198597791.0,94.94,107.16
1784,2018,November,South Africa,,,,,,
1785,2018,November,United States,736244.0,20421460.0,27737.0,90505936.0,122.93,129.89
1786,2018,November,Canada,,,,,,
1787,2018,November,Colombia,168253.0,3947499.0,23462.0,12950975.0,76.97,96.15
1788,2018,November,Australia,531132.0,16390989.0,30860.0,93975847.0,176.94,168.03
1789,2018,November,Other third countries,56639.0,1547549.0,27323.0,6987937.0,123.38,132.34
1790,2018,December,EU countries,238330.0,6065651.0,25451.0,20403276.0,85.61,98.58
1791,2018,December,Third countries,3522863.0,96198046.0,27307.0,407284333.0,115.61,124.08
1792,2018,December,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1793,2018,December,Russian Federation,1596146.0,41932514.0,26271.0,155438133.0,97.38,108.64
1794,2018,December,South Africa,,,,,,
1795,2018,December,United States,930465.0,25574467.0,27486.0,99609791.0,107.05,114.15
1796,2018,December,Canada,,,,,,
1797,2018,December,Colombia,206473.0,4921917.0,23838.0,14940629.0,72.36,88.97
1798,2018,December,Australia,523833.0,15895186.0,30344.0,98873336.0,188.75,182.31
1799,2018,December,Other third countries,32254.0,880893.0,27311.0,4527950.0,140.38,150.65
1800,2019,January,EU countries,330088.0,8351334.0,25300.0,29654382.0,89.84,104.07
1801,2019,January,Third countries,3575089.0,96827361.0,27084.0,408912129.0,114.38,123.77
1802,2019,January,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1803,2019,January,Russian Federation,1530641.0,40198084.0,26262.0,136896918.0,89.44,99.81
1804,2019,January,South Africa,,,,,,
1805,2019,January,United States,914288.0,25578859.0,27977.0,116624112.0,127.56,133.63
1806,2019,January,Canada,,,,,,
1807,2019,January,Colombia,394976.0,9455931.0,23941.0,29713829.0,75.23,92.1
1808,2019,January,Australia,490632.0,14813140.0,30192.0,92415237.0,188.36,182.84
1809,2019,January,Other third countries,97279.0,2797355.0,28756.0,15699677.0,161.39,164.49
1810,2019,February,EU countries,326505.0,8325833.0,25500.0,27690667.0,84.81,97.47
1811,2019,February,Third countries,3445459.0,92440887.0,26830.0,380014007.0,110.29,120.48
1812,2019,February,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
1813,2019,February,Russian Federation,1932434.0,50520796.0,26144.0,168509068.0,87.2,97.76
1814,2019,February,South Africa,,,,,,
1815,2019,February,United States,686903.0,19067376.0,27758.0,84474990.0,122.98,129.84
1816,2019,February,Canada,,,,,,
1817,2019,February,Colombia,261821.0,6135009.0,23432.0,18714660.0,71.48,89.4
1818,2019,February,Australia,377802.0,11454944.0,30320.0,80004312.0,211.76,204.69
